,article_url,author,author_url,category,count,date_time,date_time_all,date_time_first,domain,entity,excerpt,image_url,source_id,text,title
2,https://cryptoslate.com/heres-why-basic-attention-tokens-on-chain-metrics-are-exploding-as-gemini-prepares-listing/,Ali Martinez,,,1.0,2020-04-05 01:55:42.068773,[Timestamp('2020-04-05 01:55:42.068773')],,cryptoslate,Gemini,Gemini announced that it will be listing Basic Attention Token to its retail platform for United States cryptocurrency investors. ,,post-129957,Here’s why Basic Attention Token’s on-chain metrics are exploding as Gemini prepares listing Gemini announced that it will be listing Basic Attention Token to its retail platform for United States cryptocurrency investors. ,Here’s why Basic Attention Token’s on-chain metrics are exploding as Gemini prepares listing
0,https://cryptoslate.com/singapores-huobi-launches-chainlink-link-node-aims-to-bolster-the-defi-market/,Shaurya Malwa,,,1.0,2020-07-04 01:56:02.416701,[Timestamp('2020-07-04 01:56:02.416701')],,cryptoslate,Huobi,"Huobi, one of the world’s largest crypto exchanges by market cap, is now running a Chainlink (LINK) node on its Wallet service, the firms announced in a release Thursday. ",,post-138232,"Singapore’s Huobi launches Chainlink (LINK) node, aims to bolster the DeFi market Huobi, one of the world’s largest crypto exchanges by market cap, is now running a Chainlink (LINK) node on its Wallet service, the firms announced in a release Thursday. ","Singapore’s Huobi launches Chainlink (LINK) node, aims to bolster the DeFi market"
1,https://cryptoslate.com/chainalysis-says-binance-and-huobi-allegedly-used-for-billions-of-dollars-in-criminal-bitcoin-activity/,Omar Faridi,,,1.0,2020-01-06 01:56:02.416923,[Timestamp('2020-01-06 01:56:02.416923')],,cryptoslate,Huobi,Leading blockchain security and analytics company Chainalysis recently revealed that it tracked $2.8 billion in Bitcoin (BTC) that was allegedly transferred by criminal elements to major digital currency exchanges last year. ,,post-123183,Chainalysis says Binance and Huobi allegedly used for billions of dollars in criminal Bitcoin activity Leading blockchain security and analytics company Chainalysis recently revealed that it tracked $2.8 billion in Bitcoin (BTC) that was allegedly transferred by criminal elements to major digital currency exchanges last year. ,Chainalysis says Binance and Huobi allegedly used for billions of dollars in criminal Bitcoin activity
0,https://cryptoslate.com/kraken-ceo-bitcoin-will-eventually-surpass-golds-10-trillion-market-cap/,Nick Chong,,,1.0,2020-06-04 01:56:25.545325,[Timestamp('2020-06-04 01:56:25.545325')],,cryptoslate,Kraken,"Bitcoin may still be trading more than 50 percent below its $20,000 all-time high but that hasn’t stopped investors and executives in the space from looking ahead, guessing what comes next for the asset. ",,post-136874,"Kraken CEO: Bitcoin will eventually surpass gold’s $10 trillion market cap Bitcoin may still be trading more than 50 percent below its $20,000 all-time high but that hasn’t stopped investors and executives in the space from looking ahead, guessing what comes next for the asset. ",Kraken CEO: Bitcoin will eventually surpass gold’s $10 trillion market cap
0,https://cryptoslate.com/synthetix-founder-speaks-on-kucoin-hack-of-2-5m-in-snx-millions-in-other-defi-coins/,Nick Chong,,,1.0,2020-10-02 01:56:29.503531,[Timestamp('2020-10-02 01:56:29.503531')],,cryptoslate,KuCoin,"Late last week, KuCoin, a notable Singapore-based exchange known for its large offering of altcoins, bit the dust. ",,post-172937,"Synthetix founder speaks on Kucoin hack of $2.5m in SNX, millions in other DeFi coins Late last week, KuCoin, a notable Singapore-based exchange known for its large offering of altcoins, bit the dust. ","Synthetix founder speaks on Kucoin hack of $2.5m in SNX, millions in other DeFi coins"
0,https://cryptoslate.com/building-on-bitcoin-blockstream-is-connecting-investors-with-liquid-network-fanatics/,Shaurya Malwa,,,1.0,2020-06-04 01:56:45.274474,[Timestamp('2020-06-04 01:56:45.274474')],,cryptoslate,Liquid,Bitcoin-focused entrepreneurs have a reason to rejoice. ,,post-135624,Building on Bitcoin? Blockstream is connecting investors with Liquid Network fanatics Bitcoin-focused entrepreneurs have a reason to rejoice. ,Building on Bitcoin? Blockstream is connecting investors with Liquid Network fanatics
0,https://cryptoslate.com/maker-becomes-first-defi-platform-to-lock-over-1-billion-but-concerns-remain/,Shaurya Malwa,,,1.0,2020-08-03 01:56:53.875315,[Timestamp('2020-08-03 01:56:53.875315')],,cryptoslate,Maker,The DeFi market got its first unicorn this week; if the total value locked (TVL) in assets on a platform is considered. ,,post-140341,"Maker becomes first DeFi platform to lock over $1 billion, but concerns remain The DeFi market got its first unicorn this week; if the total value locked (TVL) in assets on a platform is considered. ","Maker becomes first DeFi platform to lock over $1 billion, but concerns remain"
0,https://cryptoslate.com/matic-testnet-just-powered-ethereum-eth-to-7200-tps-dapps-next/,Shaurya Malwa,,,1.0,2020-07-04 01:56:57.358676,[Timestamp('2020-07-04 01:56:57.358676')],,cryptoslate,Matic Network,"Results of the Matic Network released today show promise for Ethereum dApps; after the team confirmed 7,200 transactions per second (tps) in testing. ",,post-139348,"Matic testnet just powered Ethereum (ETH) to 7,200 tps; dApps next Results of the Matic Network released today show promise for Ethereum dApps; after the team confirmed 7,200 transactions per second (tps) in testing. ","Matic testnet just powered Ethereum (ETH) to 7,200 tps; dApps next"
0,https://cryptoslate.com/nexo-and-chainlink-launch-joint-collaboration-to-accelerate-crypto-adoption/,Cole Petersen,,,1.0,2020-07-04 01:57:26.335713,[Timestamp('2020-07-04 01:57:26.335713')],,cryptoslate,Nexo,Crypto lending platform Nexo and popular blockchain oracle network Chainlink are now launching a collaborative effort to help perpetuate the adoption of digital assets. ,,post-138756,Nexo and Chainlink launch joint collaboration to accelerate crypto adoption Crypto lending platform Nexo and popular blockchain oracle network Chainlink are now launching a collaborative effort to help perpetuate the adoption of digital assets. ,Nexo and Chainlink launch joint collaboration to accelerate crypto adoption
0,https://cryptoslate.com/market-data-indicates-okex-whales-are-expecting-bitcoin-to-spike-past-14k/,Nick Chong,,,1.0,2020-10-28 01:57:33.187822,[Timestamp('2020-10-28 01:57:33.187822')],,cryptoslate,Okex,Bitcoin is spiking higher once again as buyers continue to rush in. ,,post-174798,Market data indicates OKEx whales are expecting Bitcoin to spike past $14k Bitcoin is spiking higher once again as buyers continue to rush in. ,Market data indicates OKEx whales are expecting Bitcoin to spike past $14k
1,https://cryptoslate.com/data-firm-okex-saw-113m-in-bitcoin-outflows-just-before-suspending-withdraws/,Cole Petersen,,,1.0,2020-10-18 01:57:33.188046,[Timestamp('2020-10-18 01:57:33.188046')],,cryptoslate,Okex,The crypto industry was struck with another unexpected development last night that sent shockwaves throughout the market and caused Bitcoin’s price to reel lower. ,,post-174244,Data firm: OKEx saw $113m in Bitcoin outflows just before suspending withdraws The crypto industry was struck with another unexpected development last night that sent shockwaves throughout the market and caused Bitcoin’s price to reel lower. ,Data firm: OKEx saw $113m in Bitcoin outflows just before suspending withdraws
2,https://cryptoslate.com/uni-jumps-15-after-okex-suspends-withdrawals-due-to-police-investigation/,Priyeshu Garg,,,1.0,2020-10-18 01:57:33.188237,[Timestamp('2020-10-18 01:57:33.188237')],,cryptoslate,Okex,"Cryptocurrency exchange OKEx has suspended withdrawals from its platform indefinitely, as one of its multisig key holders has been held in police custody. ",,post-174178,"UNI jumps 15% after OKEx suspends withdrawals due to police investigation Cryptocurrency exchange OKEx has suspended withdrawals from its platform indefinitely, as one of its multisig key holders has been held in police custody. ",UNI jumps 15% after OKEx suspends withdrawals due to police investigation
3,https://cryptoslate.com/binance-bitfinex-okex-list-doge-derivatives-after-meme-coin-volumes-jump-683/,Shaurya Malwa,,,1.0,2020-07-04 01:57:33.188606,[Timestamp('2020-07-04 01:57:33.188606')],,cryptoslate,Okex,Three of the largest cryptocurrency exchanges listed Dogecoin earlier today after the meme-currency jumped 50 percent in two days. ,,post-138819,"Binance, Bitfinex, OKEx list DOGE derivatives after meme-coin volume jumps 683% Three of the largest cryptocurrency exchanges listed Dogecoin earlier today after the meme-currency jumped 50 percent in two days. ","Binance, Bitfinex, OKEx list DOGE derivatives after meme-coin volume jumps 683%"
4,https://cryptoslate.com/crypto-derivatives-will-be-five-to-10-times-larger-than-spot-says-okex-exec/,Christina Comben,,,1.0,2020-03-06 01:57:33.188792,[Timestamp('2020-03-06 01:57:33.188792')],,cryptoslate,Okex,OKEx has come a long way. ,,post-128124,"Crypto derivatives will be ‘five to 10 times larger’ than spot, says OKEx exec OKEx has come a long way. ","Crypto derivatives will be ‘five to 10 times larger’ than spot, says OKEx exec"
0,https://cryptoslate.com/sibex-makes-decentralized-cross-border-otc-a-reality/,News Desk,,,1.0,2020-06-04 01:57:46.617224,[Timestamp('2020-06-04 01:57:46.617224')],,cryptoslate,OTC,"SIBEX, the Swiss-based decentralized OTC Dark Pool just executed the first seven-figure trade on its platform.  SIBEX is increasing traction and volume from OTC traders all around the world since the platform went live in late April. ",,post-135594,"SIBEX makes decentralized cross-border OTC a reality SIBEX, the Swiss-based decentralized OTC Dark Pool just executed the first seven-figure trade on its platform.  SIBEX is increasing traction and volume from OTC traders all around the world since the platform went live in late April. ",SIBEX makes decentralized cross-border OTC a reality
1,https://cryptoslate.com/crypto-otc-desks-report-record-institutional-selling-after-bitcoin-crossed-9000/,Shaurya Malwa,,,1.0,2020-05-05 01:57:46.617456,[Timestamp('2020-05-05 01:57:46.617456')],,cryptoslate,OTC,"Ahead of Bitcoin’s upcoming halving on May 12, the cryptocurrency market is seeing a resurgence of sorts as most digital assets returned over 50 percent to investors through April. ",,post-132206,"Crypto OTC desks report “record” institutional selling after Bitcoin crossed $9,000 Ahead of Bitcoin’s upcoming halving on May 12, the cryptocurrency market is seeing a resurgence of sorts as most digital assets returned over 50 percent to investors through April. ","Crypto OTC desks report “record” institutional selling after Bitcoin crossed $9,000"
2,https://cryptoslate.com/ripple-reveals-only-1-75-million-in-otc-institutional-sales-but-massive-xrp-trade-volumes-in-2020/,Shaurya Malwa,,,1.0,2020-05-05 01:57:46.617656,[Timestamp('2020-05-05 01:57:46.617656')],,cryptoslate,OTC,"Ripple Lab’s Q1 Markets Report for 2020, a quarterly publication detailing XRP’s growth, revealed a massive 90 percent drop in institutional token sales compared to the last quarter of 2019. ",,post-132209,"Ripple reveals only $1.75 million in OTC institutional sales but massive XRP trade volumes in 2020 Ripple Lab’s Q1 Markets Report for 2020, a quarterly publication detailing XRP’s growth, revealed a massive 90 percent drop in institutional token sales compared to the last quarter of 2019. ",Ripple reveals only $1.75 million in OTC institutional sales but massive XRP trade volumes in 2020
3,https://cryptoslate.com/btse-crypto-exchange-launches-new-bitcoin-otc-trading-tool/,Priyeshu Garg,,,1.0,2020-05-05 01:57:46.617850,[Timestamp('2020-05-05 01:57:46.617850')],,cryptoslate,OTC,Cryptocurrency derivatives exchange BTSE has announced the launch of a new tool that will make it easier to access OTC trading on the platform. ,,post-131444,Bitcoin OTC trading just became easier with a new quote tool from BTSE Cryptocurrency derivatives exchange BTSE has announced the launch of a new tool that will make it easier to access OTC trading on the platform. ,Bitcoin OTC trading just became easier with a new quote tool from BTSE
0,https://cryptoslate.com/yearn-finance-yfi-now-back-at-price-parity-with-bitcoin-after-spiking-to-44k/,Nick Chong,,,1.0,2020-10-29 01:57:56.956627,[Timestamp('2020-10-29 01:57:56.956627')],,cryptoslate,Parity,"Shortly after Yearn.finance’s YFI coin launched in July, changing the Ethereum DeFi world forever, the pseudonymous Crypto Twitter personality “Blue Kirby” began to popularize the “1 YFI = 1 BTC” meme. ",,post-174828,"Yearn.finance (YFI) now back at price parity with Bitcoin after spiking to $44k Shortly after Yearn.finance’s YFI coin launched in July, changing the Ethereum DeFi world forever, the pseudonymous Crypto Twitter personality “Blue Kirby” began to popularize the “1 YFI = 1 BTC” meme. ",Yearn.finance (YFI) now back at price parity with Bitcoin after spiking to $44k
1,https://cryptoslate.com/parity-developer-confirms-ethereum-2-0-schlesi-multiclient-testnet-is-live/,Shaurya Malwa,,,1.0,2020-05-05 01:57:56.956852,[Timestamp('2020-05-05 01:57:56.956852')],,cryptoslate,Parity,"Afri Schoeden, one of the lead developers at Parity Technologies, confirmed via Twitter on April 27 the important “Schlesi” multiclient testnet for Ethereum is now running. ",,post-131926,"Parity Developer confirms Ethereum 2.0 “Schlesi” multiclient testnet is live Afri Schoeden, one of the lead developers at Parity Technologies, confirmed via Twitter on April 27 the important “Schlesi” multiclient testnet for Ethereum is now running. ",Parity Developer confirms Ethereum 2.0 “Schlesi” multiclient testnet is live
0,https://cryptoslate.com/shapeshift-employee-allegedly-stole-900000-in-bitcoin-from-company-accounts/,Shaurya Malwa,,,1.0,2020-09-02 01:58:12.894992,[Timestamp('2020-09-02 01:58:12.894992')],,cryptoslate,ShapeShift,"Crypto firm ShapeShift filed a civil action against a former employee of its engineering team who allegedly stole over 90 Bitcoin from company accounts, court documents show. ",,post-171029,"ShapeShift employee allegedly stole $900,000 in Bitcoin from company accounts Crypto firm ShapeShift filed a civil action against a former employee of its engineering team who allegedly stole over 90 Bitcoin from company accounts, court documents show. ","ShapeShift employee allegedly stole $900,000 in Bitcoin from company accounts"
1,https://cryptoslate.com/shapeshift-ceo-erik-voorhees-bitcoin-has-an-80-chance-it-will-hit-50k-within-a-year/,Ali Martinez,,,1.0,2020-05-05 01:58:12.895196,[Timestamp('2020-05-05 01:58:12.895196')],,cryptoslate,ShapeShift,"In a recent AMA session during the first-ever BlockDown remote crypto conference, Erik Voorhees, CEO of ShapeShift, gave his prediction about what the future holds for the flagship cryptocurrency. ",,post-131214,"Shapeshift CEO Erik Voorhees: Bitcoin has an 80% chance it will hit $50k within a year In a recent AMA session during the first-ever BlockDown remote crypto conference, Erik Voorhees, CEO of ShapeShift, gave his prediction about what the future holds for the flagship cryptocurrency. ",Shapeshift CEO Erik Voorhees: Bitcoin has an 80% chance it will hit $50k within a year
